label,text,clean_text_adv
pos,@Blossom__Joy I can save only 21pics but master nim say that there're 22pics. So I asked you how many pics can you see? :)),blossomjoy save 21pics master nim say therere 22pics ask many pic see
pos,@MarkoLauhiala Luckily that is just one out of many! :),markolauhiala luckily one many
pos,@carterreynolds @hankgreen then why would he say they did? :-),carterreynolds hankgreen would say
pos,There are startup community in the tropics too! Geeks on the beach :) #startupPH https://t.co/Bg4SxKN3tg,startup community tropic geeks beach startupph
neg,@Emeraldere You're going to die. I'm sorry :(,emeraldere go die sorry
neg,When things go wrong they go wrong I have broken my manual wheelchair checked if I can get one that fits from NHS and its 26weeks wait :(,thing go wrong go wrong broken manual wheelchair check get one fit nhs 26weeks wait
pos,Time for an awwww with Connie &amp; Don't forget to checkout her #brilliant music vids on #YouTube &amp; follow with us :-) https://t.co/ISUv4xvNtD,time awwww connie amp forget checkout brilliant music vids youtube amp follow u
pos,@EJWoolf hi emma. :-) can I ask is your #BellyButton an #Innie or an #Outie?,ejwoolf hi emma ask bellybutton innie outie
neg,Et Brotherhood of Steel ? :( https://t.co/3qH5rrf0xs,et brotherhood steel
pos,"@AshrafUzma @RTAluvedAfridi 
We are not true Pakistanis :p",ashrafuzma rtaluvedafridi true pakistani p
neg,Starving :-(,starve
pos,"@MrSteThompson Thankyou :) 
@BCMZ_UK @MsMMango @tina_baines @CrownSheringham @LastMinuteUSVac",mrstethompson thankyou bcmzuk msmmango tinabaines crownsheringham lastminuteusvac
pos,@zara_arsalan thnks progrmr :-),zaraarsalan thnks progrmr
neg,really didn't want to see that :-(,really want see
neg,"Seen 2 peregrines today 8.40 one had pigeon in its feet so lucky to see them again! flew over tram stop but didn,t hav phone to take pic :-(",see 2 peregrine today 840 one pigeon foot lucky see flew tram stop didnt hav phone take pic
neg,@banamnam @daseonjwi i know :( we were all disappointed,banamnam daseonjwi know disappoint
pos,@Mish23615351  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),mish23615351 follow jnlazts amp follow u back
pos,@socio_foodie ye banate hain :D,sociofoodie ye banate hain
neg,@BeforeYouExit you haven't follow me too :(,beforeyouexit follow
pos,@kentonchristina Lol! Big is beautiful and that applies to sunglasses too. Jackie O sunnies never go out of style :))),kentonchristina lol big beautiful applies sunglasses jackie sunnies never go style
neg,@ODIHQ oh no !! It wasnt a lunch talk? I thought it started at 1pm :(,odihq oh wasnt lunch talk think start 1pm
neg,my head is killing me :(,head kill
pos,contradict yourself continuously to create chaos contained in your cranium :),contradict continuously create chaos contain cranium
neg,"Pure talent!! :( ""@OscarMbo: Always will be a fan of DeepXcape. Brothers are so talented!!! ����""",pure talent oscarmbo always fan deepxcape brother talented ����
pos,I am I hope you are too. Thanks Mfundo :) @SpexMfanaMan,hope thanks mfundo spexmfanaman
neg,i slept all day and now i can't sleep :(,slept day sleep
neg,My original ticket was £19 :(,original ticket £19
neg,@Michael5SOS @_8bitsenpai_  can someone send me a screenshot of this conversation i want to see what it was but my phone is being stupid :-(,michael5sos 8bitsenpai someone send screenshot conversation want see phone stupid
pos,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/uo3T40FtCQ.,stats day arrive 1 new follower unfollowers via
neg,twurkin is razzist!!!!!!!!!!1!! blocks and reports u and writes a tumblr post about u :(,twurkin razzist1 block report u write tumblr post u
pos,@Varun_dvn Okeyyyyyy VDDDD :)));))))  So excited can't wait ... ! ! Love selfeeee pics on insta :) ♥♥ special coco .. 🙆🙌😛😄😄😁😂😂🐒😁😝❤ #dishoom,varundvn okeyyyyyy vdddd excited wait love selfeeee pic insta ♥♥ special coco 🙆🙌😛 😁😂😂🐒😁😝❤ dishoom
pos,"IGN :) IGN AU Pubcast 120: The Hero We Deserve, Tengaman: Tuesday, July 21 was a celebratio... http://t.co/1KBdSVNnnL #LetsProcrastinate",ign ign au pubcast 120 hero deserve tengaman tuesday july 21 celebratio letsprocrastinate
pos,@liamsmyteddy fback? :),liamsmyteddy fback
pos,@hanna_meiners you welcome It was fun :),hannameiners welcome fun
neg,@ZaynReport @MakeYouKnowLove what's mean? I don't understand nothing :(,zaynreport makeyouknowlove mean understand nothing
neg,"@baejuhyunx_  Batman can't fly, I can't help :(((( I HABE FAILED YOU ATE",baejuhyunx batman fly help habe failed ate
neg,"All is fair in love and war kapan update :(

Oh ya udah dihapus. Hilang dari muka bumi.

I want to read it once more someone give me link 😢",fair love war kapan update oh ya udah dihapus hilang dari muka bumi want read someone give link
neg,@shereenstrachan i know them feels :(,shereenstrachan know feel
pos,@GarryKGraham @Jacedafaceis Yeah I had 2 keys too.  You can guess who I gave mine too :D,garrykgraham jacedafaceis yeah 2 key guess give mine
neg,I want to go to my grandma and grandpa's farm! There's a lot of cow chicken sheeps horses fruits and vegetables there :( Aww help me!,want go grandma grandpa farm lot cow chicken sheeps horse fruit vegetable aww help
neg,@amedefu Me  too。。。_:(´ω`」 ∠):_,amedefu too。。。 ω」 ∠
pos,@_bleh09 interesting. I've never heard of it before. Reading Temporal Void atm. To stem my SF needs :),bleh09 interest never hear read temporal void atm stem sf need
neg,"True Life :~
I Cant Hide Anything From You... :(
.
.
But When Its About Love...❤
.
.
        *I HAVE TO...*  ^_^... http://t.co/uVJzARE3tp",true life cant hide anything love❤
neg,"@JackJackJohnson @jackgilinsky NUMBER ONE IN AMERICA!! 😭🇺🇸
i wish i could buy it but no money :( http://t.co/7xyNmimTpR",jackjackjohnson jackgilinsky number one america 😭🇺🇸 wish could buy money
pos,"@tamrinm_sings oh okay, I am sure we will soon enough :)",tamrinmsings oh okay sure soon enough
neg,"@EllieWalker_1 well can I just say I deleted my Twitter app 3 weeks ago so I literally just downloaded it, sorry!:(",elliewalker1 well say delete twitter app 3 week ago literally download sorry
neg,Collecting all five teal cards in time but not getting the prize makes me sad. :( #sect #tennunb,collect five teal card time get prize make sad sect tennunb
pos,@kolydka :))))) ty mne pro pchelok a ja.... :))) Thanks!,kolydka ty mne pro pchelok ja thanks
pos,#FollowFriday @MichelBauza @InvataOnline for being top supports in my community this week :),followfriday michelbauza invataonline top support community week
neg,My body system don't want to accept those foods :(,body system want accept food
pos,"Morning everyone, have a lovely day and a fab weekend :-) x",morning everyone lovely day fab weekend x
neg,"@ComfyCooCoo @fairlylocalden_ the problem is tracing, many people do that and claim they are an artist which is not how it works :(",comfycoocoo fairlylocalden problem trace many people claim artist work
neg,NSTP Class tomorrow :(,nstp class tomorrow
neg,@bbomiyeh No. U forsaken me and ran off with the other gf. :(,bbomiyeh u forsaken run gf
neg,@BeingJahirShah nnnoooo!!! Cz he's not a daddy gorilla anymore... :(,beingjahirshah nnnoooo cz daddy gorilla anymore
neg,@annarlonsdale When she asked to go to the bathroom :-( I'm really enjoying the show though.,annarlonsdale ask go bathroom really enjoy show though
pos,Can I just say a big thank you to the person who came up with the idea of screenshotting :-),say big thank person come idea screenshotting
pos,@alIthingsluke thank you!! omg i just realized this is your video awww its so cute congrats :D,alithingsluke thank omg realize video awww cute congrats
neg,@byunboobs come back :-(((((,byunboobs come back
neg,@HeyItsPlat im sorry :(((,heyitsplat im sorry
neg,I got in my feels and Ariel body slapped me literally body slammed me :(,get feel ariel body slap literally body slam
neg,"my heart is breathing for this moment in time, i'll find the words to say before you leave me today :(",heart breathe moment time find word say leave today
neg,@Slay__N I need answers :(,slayn need answer
neg,Really want to be there :(,really want
neg,@glennlondey @CarltonFC looking that way :(,glennlondey carltonfc look way
pos,@mattbarker14 able to pick these up from a number of retailers that stock our products :),mattbarker14 able pick number retailer stock product
pos,Finally went to the drive in tonight :-),finally go drive tonight
pos,@alIthingsluke haha just indirecting my best friend on here :)),alithingsluke haha indirecting best friend
pos,"Best ATP players (Wimbledon 2015): Federer, Nadal, Monfils.
Most handsome ATP players: Cilic, Cilic, Cilic. :)",best atp player wimbledon 2015 federer nadal monfils handsome atp player cilic cilic cilic
pos,@Gurmeetramrahim #MyPapaMyPride #OurDaughtersOurPride your love n encourage changing the life of everyone :),gurmeetramrahim mypapamypride ourdaughtersourpride love n encourage change life everyone
pos,@nickhunterr Yes it is :D,nickhunterr yes
neg,take me back pls :( http://t.co/baFVb7CXWZ,take back pls
neg,@OloapZurc damn. Hopefully! We deserve one since it's been ages since our last repack (i wont mention how boy groups gets repacks always) :(,oloapzurc damn hopefully deserve one since age since last repack wont mention boy group get repacks always
neg,@juonghwa sore qt :(,juonghwa sore qt
neg,BABY BOY :((((,baby boy
pos,"@voice_kyohei Oh, I am still stuck on some island ... :D need to learn how to sail my ship faster ,,, :D",voicekyohei oh still stick island need learn sail ship faster
neg,everyone is going to womad but me :(,everyone go womad
neg,"@sainsburys yeah, I tried to film the date at the start. At the time of filming it had 4 days left.  :(",sainsburys yeah try film date start time film 4 day leave
neg,@bbgurrll i miss you too :(,bbgurrll miss
neg,@katenash disgusting isn't it :(! I wish people had more respect for each other,katenash disgust wish people respect
pos,@Ricky27_263 the remedies the media won't tell you about :-),ricky27263 remedy medium tell
pos,"I read David's tweet thinking ""damn only one month of summer left? That sucks"" but then I realized I start college August 24th too :))",read david tweet think damn one month summer leave suck realize start college august 24th
neg,nawwwee i miss hyperbullies. like tong 3rd yr nga seatmates rajud mi mag barkada :(,nawwwee miss hyperbullies like tong 3rd yr nga seatmates rajud mi mag barkada
pos,"@Nickking @AndVioletFilm Huge thanks for retweeting, very much appreciated :)",nickking andvioletfilm huge thanks retweeting much appreciate
pos,Things to be Noted Awesome :-) http://t.co/cxqFa4uCWu,thing note awesome
neg,Pls stop saying rude nicknames that involve me being short im so sick of yall :(,pls stop say rude nickname involve short im sick yall
neg,@MeganWoodyy sod's law :( but think of the Christmas sales!!!!,meganwoodyy sod law think christmas sale
neg,"@assthmatic I want the armor piece, it's better than the legendary I have now :(",assthmatic want armor piece well legendary
neg,@LucasUpton @maffup enjoy these treats while young :(,lucasupton maffup enjoy treat young
pos,@Ntwenty2 @brasso77 Looking good guys. :-),ntwenty2 brasso77 look good guy
neg,@zaynmalik zayn :((,zaynmalik zayn
neg,When school comes between me and twitter :(,school come twitter
neg,@RileyMcDonough make me smile :((,rileymcdonough make smile
pos,@Alex_OllyM_NH me neither :) excited!!!!! 🎉🎉🎉 xxx,alexollymnh neither excite 🎉🎉🎉 xxx
pos,"@michaelmoor_mt You are most welcome Michael, Do me a favour &amp; have yourself a #Dancetastic day :-)",michaelmoormt welcome michael favour amp dancetastic day
pos,@JusstSmilee long story :p,jusstsmilee long story p
neg,@wotjustin UR ACTUALLY WATCHING (but is it for me smh #what #a #bff #yes #hashtags #bc #u #love #me jk omfg im so hyper :-( ),wotjustin ur actually watch smh bff yes hashtags bc u love jk omfg im hyper
neg,@espresso_based is that you? what happened? :(,espressobased happen
pos,"Wanted sleep at that time,guess i got it...Morning :) @LADE_KRANE",want sleep timeguess get itmorning ladekrane
pos,"@nejcsvete hi! On our shouting out list you are one of the best, what's your secret behind this?:)@AdeccoWaytoWork #SandroForCEO #CEO1Month",nejcsvete hi shout list one best secret behind thisadeccowaytowork sandroforceo ceo1month
pos,Good morning :)) — drinkt koffie,good morning drinkt koffie
pos,@SWEarlyMusic Thank you so much for helping to spread the word about us being finalists in the National Lottery Awards! :-),swearlymusic thank much help spread word u finalists national lottery award
pos,@SpongeZim .. Thank you Mario... Have a wonderful Friday.... :)),spongezim thank mario wonderful friday
neg,@harIeyyquinn i cant now bc im going thorpe park 5 days after my bday :(( but now idk what to do instead,harieyyquinn cant bc im go thorpe park 5 day bday idk instead
pos,When one of japan's pop artist become one of my follower on IG... Nice :),one japan pop artist become one follower ig nice
pos,@Team_BaiLona Thank you :),teambailona thank
neg,"@altontowers The Smi.... oh wait... :(

Just kidding, Nemesis still rules!",altontowers smi oh wait kid nemesis still rule
pos,"@Pedro7241cw @xolanimvulana GOOD! And even better to ""see you around"" :)
Yep. It's the only way to live.
#freedom from #Pistols
Good move.",pedro7241cw xolanimvulana good even well see around yep way live freedom pistol good move
pos,@TommoLouisSmile done too :),tommolouissmile do
neg,@selenagcyrus babe?:(,selenagcyrus babe
neg,"Last time I was here, was a funeral and a again funeral. Modimo ho tseba wena fela. :( — feeling emotional at... http://t.co/mQYsswdot7",last time funeral funeral modimo ho tseba wena fela feeling emotional
pos,@luvjoyein done yein :),luvjoyein do yein
neg,his smile is so beautiful :( https://t.co/OiAHorQJOb,smile beautiful
pos,Have to be up in 4 hours :)))))),4 hour
neg,"@nat_broco erm, what's that like then :(",natbroco erm like
pos,Happy Friday Everyone :-) http://t.co/MgaVjyNjEZ,happy friday everyone
