label,text,clean_text,len_before_chars,len_after_chars
pos,@UltraVratik @DesaiEshita @jitubhaiyajgd @dineshaol @SmilingShivani @payalpatil148  @jgdpalak #ashramcalling returns :p,ultravratik desaieshita jitubhaiyajgd dineshaol smilingshivani payalpatil148 jgdpalak ashramcalling return p,119,108
pos,we just face timing :) http://t.co/UoqAstlhxO,face timing httptcouoqastlhxo,45,29
pos,@PrinceOfRnbZJM please read and reply my dm please.. :),princeofrnbzjm please read reply dm please,55,42
pos,@Blossom__Joy I can save only 21pics but master nim say that there're 22pics. So I asked you how many pics can you see? :)),blossomjoy save 21pics master nim say therere 22pics ask many pic see,123,69
pos,@MarkoLauhiala Luckily that is just one out of many! :),markolauhiala luckily one many,55,30
pos,@carterreynolds @hankgreen then why would he say they did? :-),carterreynolds hankgreen would say,62,34
pos,There are startup community in the tropics too! Geeks on the beach :) #startupPH https://t.co/Bg4SxKN3tg,startup community tropic geeks beach startupph httpstcobg4sxkn3tg,104,65
neg,@Emeraldere You're going to die. I'm sorry :(,emeraldere youre go die im sorry,45,32
neg,When things go wrong they go wrong I have broken my manual wheelchair checked if I can get one that fits from NHS and its 26weeks wait :(,thing go wrong go wrong broken manual wheelchair check get one fit nhs 26weeks wait,137,83
pos,Time for an awwww with Connie &amp; Don't forget to checkout her #brilliant music vids on #YouTube &amp; follow with us :-) https://t.co/ISUv4xvNtD,time awwww connie amp dont forget checkout brilliant music vids youtube amp follow u httpstcoisuv4xvntd,147,103
pos,@EJWoolf hi emma. :-) can I ask is your #BellyButton an #Innie or an #Outie?,ejwoolf hi emma ask bellybutton innie outie,76,43
neg,Et Brotherhood of Steel ? :( https://t.co/3qH5rrf0xs,et brotherhood steel httpstco3qh5rrf0xs,52,39
pos,"@AshrafUzma @RTAluvedAfridi 
We are not true Pakistanis :p",ashrafuzma rtaluvedafridi true pakistani p,58,42
neg,Starving :-(,starve,12,6
pos,"@MrSteThompson Thankyou :) 
@BCMZ_UK @MsMMango @tina_baines @CrownSheringham @LastMinuteUSVac",mrstethompson thankyou bcmzuk msmmango tinabaines crownsheringham lastminuteusvac,93,81
pos,@zara_arsalan thnks progrmr :-),zaraarsalan thnks progrmr,31,25
neg,really didn't want to see that :-(,really didnt want see,34,21
neg,"Seen 2 peregrines today 8.40 one had pigeon in its feet so lucky to see them again! flew over tram stop but didn,t hav phone to take pic :-(",see 2 peregrine today 840 one pigeon foot lucky see flew tram stop didnt hav phone take pic,140,91
neg,@banamnam @daseonjwi i know :( we were all disappointed,banamnam daseonjwi know disappoint,55,34
pos,@Mish23615351  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),mish23615351 follow jnlazts amp httptcorcvcyyo0iq follow u back,76,63
pos,@socio_foodie ye banate hain :D,sociofoodie ye banate hain,31,26
neg,@BeforeYouExit you haven't follow me too :(,beforeyouexit havent follow,43,27
pos,@kentonchristina Lol! Big is beautiful and that applies to sunglasses too. Jackie O sunnies never go out of style :))),kentonchristina lol big beautiful applies sunglasses jackie sunnies never go style,118,82
neg,@ODIHQ oh no !! It wasnt a lunch talk? I thought it started at 1pm :(,odihq oh wasnt lunch talk think start 1pm,69,41
neg,my head is killing me :(,head kill,24,9
pos,contradict yourself continuously to create chaos contained in your cranium :),contradict continuously create chaos contain cranium,77,52
neg,"Pure talent!! :( ""@OscarMbo: Always will be a fan of DeepXcape. Brothers are so talented!!! ����""",pure talent oscarmbo always fan deepxcape brother talented ����,97,63
pos,I am I hope you are too. Thanks Mfundo :) @SpexMfanaMan,hope thanks mfundo spexmfanaman,55,31
neg,i slept all day and now i can't sleep :(,slept day cant sleep,40,20
neg,My original ticket was £19 :(,original ticket £19,29,19
neg,@Michael5SOS @_8bitsenpai_  can someone send me a screenshot of this conversation i want to see what it was but my phone is being stupid :-(,michael5sos 8bitsenpai someone send screenshot conversation want see phone stupid,140,81
pos,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/uo3T40FtCQ.,stats day arrive 1 new follower unfollowers via httptcouo3t40ftcq,96,65
neg,twurkin is razzist!!!!!!!!!!1!! blocks and reports u and writes a tumblr post about u :(,twurkin razzist1 block report u write tumblr post u,88,51
pos,@Varun_dvn Okeyyyyyy VDDDD :)));))))  So excited can't wait ... ! ! Love selfeeee pics on insta :) ♥♥ special coco .. 🙆🙌😛😄😄😁😂😂🐒😁😝❤ #dishoom,varundvn okeyyyyyy vdddd excited cant wait love selfeeee pic insta ♥♥ special coco 🙆🙌😛😄😄😁😂😂🐒😁😝❤ dishoom,139,103
pos,"IGN :) IGN AU Pubcast 120: The Hero We Deserve, Tengaman: Tuesday, July 21 was a celebratio... http://t.co/1KBdSVNnnL #LetsProcrastinate",ign ign au pubcast 120 hero deserve tengaman tuesday july 21 celebratio httptco1kbdsvnnnl letsprocrastinate,136,107
pos,@liamsmyteddy fback? :),liamsmyteddy fback,23,18
pos,@hanna_meiners you welcome It was fun :),hannameiners welcome fun,40,24
neg,@ZaynReport @MakeYouKnowLove what's mean? I don't understand nothing :(,zaynreport makeyouknowlove whats mean dont understand nothing,71,61
neg,"@baejuhyunx_  Batman can't fly, I can't help :(((( I HABE FAILED YOU ATE",baejuhyunx batman cant fly cant help habe failed ate,72,52
neg,"All is fair in love and war kapan update :(

Oh ya udah dihapus. Hilang dari muka bumi.

I want to read it once more someone give me link 😢",fair love war kapan update oh ya udah dihapus hilang dari muka bumi want read someone give link 😢,139,97
neg,@shereenstrachan i know them feels :(,shereenstrachan know feel,37,25
pos,@GarryKGraham @Jacedafaceis Yeah I had 2 keys too.  You can guess who I gave mine too :D,garrykgraham jacedafaceis yeah 2 key guess give mine,88,52
neg,I want to go to my grandma and grandpa's farm! There's a lot of cow chicken sheeps horses fruits and vegetables there :( Aww help me!,want go grandma grandpa farm theres lot cow chicken sheeps horse fruit vegetable aww help,133,89
neg,@amedefu Me  too。。。_:(´ω`」 ∠):_,amedefu too。。。´ω」 ∠,31,19
pos,@_bleh09 interesting. I've never heard of it before. Reading Temporal Void atm. To stem my SF needs :),bleh09 interest ive never hear read temporal void atm stem sf need,102,66
neg,"True Life :~
I Cant Hide Anything From You... :(
.
.
But When Its About Love...❤
.
.
        *I HAVE TO...*  ^_^... http://t.co/uVJzARE3tp",true life cant hide anything love❤ httptcouvjzare3tp,138,52
neg,"@JackJackJohnson @jackgilinsky NUMBER ONE IN AMERICA!! 😭🇺🇸
i wish i could buy it but no money :( http://t.co/7xyNmimTpR",jackjackjohnson jackgilinsky number one america 😭🇺🇸 wish could buy money httptco7xynmimtpr,119,90
pos,"@tamrinm_sings oh okay, I am sure we will soon enough :)",tamrinmsings oh okay sure soon enough,56,37
neg,"@EllieWalker_1 well can I just say I deleted my Twitter app 3 weeks ago so I literally just downloaded it, sorry!:(",elliewalker1 well say delete twitter app 3 week ago literally download sorry,115,76
neg,Collecting all five teal cards in time but not getting the prize makes me sad. :( #sect #tennunb,collect five teal card time get prize make sad sect tennunb,96,59
pos,@kolydka :))))) ty mne pro pchelok a ja.... :))) Thanks!,kolydka ty mne pro pchelok ja thanks,56,36
pos,#FollowFriday @MichelBauza @InvataOnline for being top supports in my community this week :),followfriday michelbauza invataonline top support community week,92,64
neg,My body system don't want to accept those foods :(,body system dont want accept food,50,33
pos,"Morning everyone, have a lovely day and a fab weekend :-) x",morning everyone lovely day fab weekend x,59,41
neg,"@ComfyCooCoo @fairlylocalden_ the problem is tracing, many people do that and claim they are an artist which is not how it works :(",comfycoocoo fairlylocalden problem trace many people claim artist work,131,70
neg,NSTP Class tomorrow :(,nstp class tomorrow,22,19
neg,@bbomiyeh No. U forsaken me and ran off with the other gf. :(,bbomiyeh u forsaken run gf,61,26
neg,@BeingJahirShah nnnoooo!!! Cz he's not a daddy gorilla anymore... :(,beingjahirshah nnnoooo cz he daddy gorilla anymore,68,50
neg,@annarlonsdale When she asked to go to the bathroom :-( I'm really enjoying the show though.,annarlonsdale ask go bathroom im really enjoy show though,92,57
pos,Can I just say a big thank you to the person who came up with the idea of screenshotting :-),say big thank person come idea screenshotting,92,45
pos,@alIthingsluke thank you!! omg i just realized this is your video awww its so cute congrats :D,alithingsluke thank omg realize video awww cute congrats,94,56
neg,@byunboobs come back :-(((((,byunboobs come back,28,19
neg,@HeyItsPlat im sorry :(((,heyitsplat im sorry,25,19
neg,I got in my feels and Ariel body slapped me literally body slammed me :(,get feel ariel body slap literally body slam,72,44
neg,"my heart is breathing for this moment in time, i'll find the words to say before you leave me today :(",heart breathe moment time ill find word say leave today,102,55
neg,@Slay__N I need answers :(,slayn need answer,26,17
neg,Really want to be there :(,really want,26,11
neg,@glennlondey @CarltonFC looking that way :(,glennlondey carltonfc look way,43,30
pos,@mattbarker14 able to pick these up from a number of retailers that stock our products :),mattbarker14 able pick number retailer stock product,89,52
pos,Finally went to the drive in tonight :-),finally go drive tonight,40,24
pos,@alIthingsluke haha just indirecting my best friend on here :)),alithingsluke haha indirecting best friend,63,42
pos,"Best ATP players (Wimbledon 2015): Federer, Nadal, Monfils.
Most handsome ATP players: Cilic, Cilic, Cilic. :)",best atp player wimbledon 2015 federer nadal monfils handsome atp player cilic cilic cilic,110,90
pos,@Gurmeetramrahim #MyPapaMyPride #OurDaughtersOurPride your love n encourage changing the life of everyone :),gurmeetramrahim mypapamypride ourdaughtersourpride love n encourage change life everyone,108,88
pos,@nickhunterr Yes it is :D,nickhunterr yes,25,15
neg,take me back pls :( http://t.co/baFVb7CXWZ,take back pls httptcobafvb7cxwz,42,31
neg,@OloapZurc damn. Hopefully! We deserve one since it's been ages since our last repack (i wont mention how boy groups gets repacks always) :(,oloapzurc damn hopefully deserve one since age since last repack wont mention boy group get repacks always,140,106
neg,@juonghwa sore qt :(,juonghwa sore qt,20,16
neg,BABY BOY :((((,baby boy,14,8
pos,"@voice_kyohei Oh, I am still stuck on some island ... :D need to learn how to sail my ship faster ,,, :D",voicekyohei oh still stick island need learn sail ship faster,104,61
neg,everyone is going to womad but me :(,everyone go womad,36,17
neg,"@sainsburys yeah, I tried to film the date at the start. At the time of filming it had 4 days left.  :(",sainsburys yeah try film date start time film 4 day leave,103,57
neg,@bbgurrll i miss you too :(,bbgurrll miss,27,13
neg,@katenash disgusting isn't it :(! I wish people had more respect for each other,katenash disgust isnt wish people respect,79,41
pos,@Ricky27_263 the remedies the media won't tell you about :-),ricky27263 remedy medium wont tell,60,34
pos,"I read David's tweet thinking ""damn only one month of summer left? That sucks"" but then I realized I start college August 24th too :))",read david tweet think damn one month summer leave suck realize start college august 24th,134,89
neg,nawwwee i miss hyperbullies. like tong 3rd yr nga seatmates rajud mi mag barkada :(,nawwwee miss hyperbullies like tong 3rd yr nga seatmates rajud mi mag barkada,83,77
pos,"@Nickking @AndVioletFilm Huge thanks for retweeting, very much appreciated :)",nickking andvioletfilm huge thanks retweeting much appreciate,77,61
pos,Things to be Noted Awesome :-) http://t.co/cxqFa4uCWu,thing note awesome httptcocxqfa4ucwu,53,36
neg,Pls stop saying rude nicknames that involve me being short im so sick of yall :(,pls stop say rude nickname involve short im sick yall,80,53
neg,@MeganWoodyy sod's law :( but think of the Christmas sales!!!!,meganwoodyy sod law think christmas sale,62,40
neg,"@assthmatic I want the armor piece, it's better than the legendary I have now :(",assthmatic want armor piece well legendary,80,42
neg,@LucasUpton @maffup enjoy these treats while young :(,lucasupton maffup enjoy treat young,53,35
pos,@Ntwenty2 @brasso77 Looking good guys. :-),ntwenty2 brasso77 look good guy,42,31
neg,@zaynmalik zayn :((,zaynmalik zayn,19,14
neg,When school comes between me and twitter :(,school come twitter,43,19
neg,@RileyMcDonough make me smile :((,rileymcdonough make smile,33,25
pos,@Alex_OllyM_NH me neither :) excited!!!!! 🎉🎉🎉 xxx,alexollymnh neither excite 🎉🎉🎉 xxx,49,34
pos,"@michaelmoor_mt You are most welcome Michael, Do me a favour &amp; have yourself a #Dancetastic day :-)",michaelmoormt welcome michael favour amp dancetastic day,103,56
pos,@JusstSmilee long story :p,jusstsmilee long story p,26,24
neg,@wotjustin UR ACTUALLY WATCHING (but is it for me smh #what #a #bff #yes #hashtags #bc #u #love #me jk omfg im so hyper :-( ),wotjustin ur actually watch smh bff yes hashtags bc u love jk omfg im hyper,125,75
neg,@espresso_based is that you? what happened? :(,espressobased happen,46,20
pos,"Wanted sleep at that time,guess i got it...Morning :) @LADE_KRANE",want sleep timeguess get itmorning ladekrane,65,44
pos,"@nejcsvete hi! On our shouting out list you are one of the best, what's your secret behind this?:)@AdeccoWaytoWork #SandroForCEO #CEO1Month",nejcsvete hi shout list one best whats secret behind thisadeccowaytowork sandroforceo ceo1month,139,95
pos,Good morning :)) — drinkt koffie,good morning drinkt koffie,32,26
pos,@SWEarlyMusic Thank you so much for helping to spread the word about us being finalists in the National Lottery Awards! :-),swearlymusic thank much help spread word u finalists national lottery award,123,75
pos,@SpongeZim .. Thank you Mario... Have a wonderful Friday.... :)),spongezim thank mario wonderful friday,64,38
neg,@harIeyyquinn i cant now bc im going thorpe park 5 days after my bday :(( but now idk what to do instead,harieyyquinn cant bc im go thorpe park 5 day bday idk instead,104,61
pos,When one of japan's pop artist become one of my follower on IG... Nice :),one japan pop artist become one follower ig nice,73,48
pos,@Team_BaiLona Thank you :),teambailona thank,26,17
neg,"@altontowers The Smi.... oh wait... :(

Just kidding, Nemesis still rules!",altontowers smi oh wait kid nemesis still rule,74,46
pos,"@Pedro7241cw @xolanimvulana GOOD! And even better to ""see you around"" :)
Yep. It's the only way to live.
#freedom from #Pistols
Good move.",pedro7241cw xolanimvulana good even well see around yep way live freedom pistol good move,138,89
pos,@TommoLouisSmile done too :),tommolouissmile do,28,18
neg,@selenagcyrus babe?:(,selenagcyrus babe,21,17
neg,"Last time I was here, was a funeral and a again funeral. Modimo ho tseba wena fela. :( — feeling emotional at... http://t.co/mQYsswdot7",last time funeral funeral modimo ho tseba wena fela feeling emotional httptcomqysswdot7,135,87
